,series,year,month,count,rate,date
1516,Agriculture,2004,5,99,7.4,2004-05-01 07:00:00+00:00
1517,Agriculture,2004,6,106,7.6,2004-06-01 07:00:00+00:00
1518,Agriculture,2004,7,140,10.0,2004-07-01 07:00:00+00:00
1519,Agriculture,2004,8,103,7.0,2004-08-01 07:00:00+00:00
1520,Agriculture,2004,9,88,6.4,2004-09-01 07:00:00+00:00
1521,Agriculture,2004,10,102,7.7,2004-10-01 07:00:00+00:00
1522,Agriculture,2004,11,131,10.5,2004-11-01 08:00:00+00:00
1523,Agriculture,2004,12,165,14.0,2004-12-01 08:00:00+00:00
1524,Agriculture,2005,1,153,13.2,2005-01-01 08:00:00+00:00
1525,Agriculture,2005,2,107,9.9,2005-02-01 08:00:00+00:00
1526,Agriculture,2005,3,139,11.8,2005-03-01 08:00:00+00:00
1527,Agriculture,2005,4,84,6.9,2005-04-01 08:00:00+00:00
1528,Agriculture,2005,5,66,5.3,2005-05-01 07:00:00+00:00
1529,Agriculture,2005,6,76,5.2,2005-06-01 07:00:00+00:00
1530,Agriculture,2005,7,69,4.7,2005-07-01 07:00:00+00:00
1531,Agriculture,2005,8,100,7.1,2005-08-01 07:00:00+00:00
1532,Agriculture,2005,9,127,9.5,2005-09-01 07:00:00+00:00
1533,Agriculture,2005,10,85,6.7,2005-10-01 07:00:00+00:00
1534,Agriculture,2005,11,118,9.6,2005-11-01 08:00:00+00:00
1535,Agriculture,2005,12,127,11.1,2005-12-01 08:00:00+00:00
1536,Agriculture,2006,1,140,11.5,2006-01-01 08:00:00+00:00
1537,Agriculture,2006,2,139,11.8,2006-02-01 08:00:00+00:00
1538,Agriculture,2006,3,117,9.8,2006-03-01 08:00:00+00:00
1539,Agriculture,2006,4,81,6.2,2006-04-01 08:00:00+00:00
1540,Agriculture,2006,5,79,6.0,2006-05-01 07:00:00+00:00
1541,Agriculture,2006,6,35,2.4,2006-06-01 07:00:00+00:00
1542,Agriculture,2006,7,55,3.6,2006-07-01 07:00:00+00:00
1543,Agriculture,2006,8,76,5.3,2006-08-01 07:00:00+00:00
1544,Agriculture,2006,9,78,5.9,2006-09-01 07:00:00+00:00
1545,Agriculture,2006,10,77,5.8,2006-10-01 07:00:00+00:00
1546,Agriculture,2006,11,125,9.6,2006-11-01 08:00:00+00:00
1547,Agriculture,2006,12,139,10.4,2006-12-01 08:00:00+00:00
1548,Agriculture,2007,1,128,10.0,2007-01-01 08:00:00+00:00
1549,Agriculture,2007,2,127,9.6,2007-02-01 08:00:00+00:00
1550,Agriculture,2007,3,123,9.7,2007-03-01 08:00:00+00:00
1551,Agriculture,2007,4,67,5.7,2007-04-01 07:00:00+00:00
1552,Agriculture,2007,5,64,5.1,2007-05-01 07:00:00+00:00
1553,Agriculture,2007,6,59,4.5,2007-06-01 07:00:00+00:00
1554,Agriculture,2007,7,40,3.1,2007-07-01 07:00:00+00:00
1555,Agriculture,2007,8,54,4.7,2007-08-01 07:00:00+00:00
1556,Agriculture,2007,9,53,4.3,2007-09-01 07:00:00+00:00
1557,Agriculture,2007,10,47,4.0,2007-10-01 07:00:00+00:00
1558,Agriculture,2007,11,80,6.6,2007-11-01 07:00:00+00:00
1559,Agriculture,2007,12,96,7.5,2007-12-01 08:00:00+00:00
1560,Agriculture,2008,1,113,9.5,2008-01-01 08:00:00+00:00
1561,Agriculture,2008,2,135,10.9,2008-02-01 08:00:00+00:00
1562,Agriculture,2008,3,175,13.2,2008-03-01 08:00:00+00:00
1563,Agriculture,2008,4,108,8.6,2008-04-01 07:00:00+00:00
1564,Agriculture,2008,5,94,7.4,2008-05-01 07:00:00+00:00
1565,Agriculture,2008,6,86,6.1,2008-06-01 07:00:00+00:00
1566,Agriculture,2008,7,125,8.5,2008-07-01 07:00:00+00:00
1567,Agriculture,2008,8,111,7.6,2008-08-01 07:00:00+00:00
1568,Agriculture,2008,9,84,5.8,2008-09-01 07:00:00+00:00
1569,Agriculture,2008,10,97,7.1,2008-10-01 07:00:00+00:00
1570,Agriculture,2008,11,119,9.5,2008-11-01 07:00:00+00:00
1571,Agriculture,2008,12,229,17.0,2008-12-01 08:00:00+00:00
1572,Agriculture,2009,1,245,18.7,2009-01-01 08:00:00+00:00
1573,Agriculture,2009,2,251,18.8,2009-02-01 08:00:00+00:00
1574,Agriculture,2009,3,241,19.0,2009-03-01 08:00:00+00:00
1575,Agriculture,2009,4,176,13.5,2009-04-01 07:00:00+00:00
1576,Agriculture,2009,5,136,10.0,2009-05-01 07:00:00+00:00
1577,Agriculture,2009,6,182,12.3,2009-06-01 07:00:00+00:00
1578,Agriculture,2009,7,180,12.1,2009-07-01 07:00:00+00:00
1579,Agriculture,2009,8,195,13.1,2009-08-01 07:00:00+00:00
1580,Agriculture,2009,9,150,11.1,2009-09-01 07:00:00+00:00
1581,Agriculture,2009,10,166,11.8,2009-10-01 07:00:00+00:00
1582,Agriculture,2009,11,180,12.6,2009-11-01 07:00:00+00:00
1583,Agriculture,2009,12,292,19.7,2009-12-01 08:00:00+00:00
1584,Agriculture,2010,1,318,21.3,2010-01-01 08:00:00+00:00
1585,Agriculture,2010,2,285,18.8,2010-02-01 08:00:00+00:00
1586,Self-employed,2000,1,239,2.3,2000-01-01 08:00:00+00:00
1587,Self-employed,2000,2,262,2.5,2000-02-01 08:00:00+00:00
1588,Self-employed,2000,3,213,2.0,2000-03-01 08:00:00+00:00
1589,Self-employed,2000,4,218,2.0,2000-04-01 08:00:00+00:00
1590,Self-employed,2000,5,206,1.9,2000-05-01 07:00:00+00:00
1591,Self-employed,2000,6,188,1.8,2000-06-01 07:00:00+00:00
1592,Self-employed,2000,7,222,2.1,2000-07-01 07:00:00+00:00
1593,Self-employed,2000,8,186,1.7000000000000002,2000-08-01 07:00:00+00:00
1594,Self-employed,2000,9,213,2.0,2000-09-01 07:00:00+00:00
1595,Self-employed,2000,10,226,2.2,2000-10-01 07:00:00+00:00
1596,Self-employed,2000,11,273,2.7,2000-11-01 08:00:00+00:00
1597,Self-employed,2000,12,178,1.8,2000-12-01 08:00:00+00:00
1598,Self-employed,2001,1,194,1.9,2001-01-01 08:00:00+00:00
1599,Self-employed,2001,2,209,2.0,2001-02-01 08:00:00+00:00
1600,Self-employed,2001,3,181,1.7000000000000002,2001-03-01 08:00:00+00:00
1601,Self-employed,2001,4,216,2.1,2001-04-01 08:00:00+00:00
1602,Self-employed,2001,5,206,2.0,2001-05-01 07:00:00+00:00
1603,Self-employed,2001,6,187,1.7000000000000002,2001-06-01 07:00:00+00:00
1604,Self-employed,2001,7,191,1.8,2001-07-01 07:00:00+00:00
1605,Self-employed,2001,8,243,2.3,2001-08-01 07:00:00+00:00
1606,Self-employed,2001,9,256,2.4,2001-09-01 07:00:00+00:00
1607,Self-employed,2001,10,247,2.3,2001-10-01 07:00:00+00:00
1608,Self-employed,2001,11,234,2.3,2001-11-01 08:00:00+00:00
1609,Self-employed,2001,12,249,2.5,2001-12-01 08:00:00+00:00
1610,Self-employed,2002,1,263,2.7,2002-01-01 08:00:00+00:00
1611,Self-employed,2002,2,250,2.6,2002-02-01 08:00:00+00:00
1612,Self-employed,2002,3,217,2.2,2002-03-01 08:00:00+00:00
1613,Self-employed,2002,4,255,2.5,2002-04-01 08:00:00+00:00
1614,Self-employed,2002,5,264,2.6,2002-05-01 07:00:00+00:00
1615,Self-employed,2002,6,246,2.4,2002-06-01 07:00:00+00:00
1616,Self-employed,2002,7,249,2.4,2002-07-01 07:00:00+00:00
1617,Self-employed,2002,8,271,2.6,2002-08-01 07:00:00+00:00
1618,Self-employed,2002,9,266,2.5,2002-09-01 07:00:00+00:00
1619,Self-employed,2002,10,275,2.6,2002-10-01 07:00:00+00:00
1620,Self-employed,2002,11,297,2.8,2002-11-01 08:00:00+00:00
1621,Self-employed,2002,12,327,3.1,2002-12-01 08:00:00+00:00
1622,Self-employed,2003,1,324,3.0,2003-01-01 08:00:00+00:00
1623,Self-employed,2003,2,304,3.0,2003-02-01 08:00:00+00:00
1624,Self-employed,2003,3,279,2.7,2003-03-01 08:00:00+00:00
1625,Self-employed,2003,4,248,2.4,2003-04-01 08:00:00+00:00
1626,Self-employed,2003,5,271,2.6,2003-05-01 07:00:00+00:00
1627,Self-employed,2003,6,295,2.7,2003-06-01 07:00:00+00:00
1628,Self-employed,2003,7,270,2.5,2003-07-01 07:00:00+00:00
1629,Self-employed,2003,8,302,2.7,2003-08-01 07:00:00+00:00
1630,Self-employed,2003,9,287,2.6,2003-09-01 07:00:00+00:00
1631,Self-employed,2003,10,338,3.1,2003-10-01 07:00:00+00:00
1632,Self-employed,2003,11,308,2.8,2003-11-01 08:00:00+00:00
1633,Self-employed,2003,12,299,2.8,2003-12-01 08:00:00+00:00
1634,Self-employed,2004,1,302,2.8,2004-01-01 08:00:00+00:00
1635,Self-employed,2004,2,260,2.5,2004-02-01 08:00:00+00:00
1636,Self-employed,2004,3,260,2.5,2004-03-01 08:00:00+00:00
1637,Self-employed,2004,4,242,2.3,2004-04-01 08:00:00+00:00
1638,Self-employed,2004,5,287,2.7,2004-05-01 07:00:00+00:00
1639,Self-employed,2004,6,306,2.8,2004-06-01 07:00:00+00:00
1640,Self-employed,2004,7,291,2.6,2004-07-01 07:00:00+00:00
1641,Self-employed,2004,8,324,2.9,2004-08-01 07:00:00+00:00
1642,Self-employed,2004,9,362,3.3,2004-09-01 07:00:00+00:00
1643,Self-employed,2004,10,301,2.7,2004-10-01 07:00:00+00:00
1644,Self-employed,2004,11,353,3.2,2004-11-01 08:00:00+00:00
1645,Self-employed,2004,12,341,3.2,2004-12-01 08:00:00+00:00
1646,Self-employed,2005,1,346,3.2,2005-01-01 08:00:00+00:00
1647,Self-employed,2005,2,363,3.4,2005-02-01 08:00:00+00:00
1648,Self-employed,2005,3,312,2.9,2005-03-01 08:00:00+00:00
1649,Self-employed,2005,4,273,2.4,2005-04-01 08:00:00+00:00
1650,Self-employed,2005,5,299,2.7,2005-05-01 07:00:00+00:00
1651,Self-employed,2005,6,268,2.4,2005-06-01 07:00:00+00:00
1652,Self-employed,2005,7,282,2.5,2005-07-01 07:00:00+00:00
1653,Self-employed,2005,8,249,2.3,2005-08-01 07:00:00+00:00
1654,Self-employed,2005,9,282,2.6,2005-09-01 07:00:00+00:00
1655,Self-employed,2005,10,255,2.3,2005-10-01 07:00:00+00:00
1656,Self-employed,2005,11,319,3.0,2005-11-01 08:00:00+00:00
1657,Self-employed,2005,12,327,3.1,2005-12-01 08:00:00+00:00
1658,Self-employed,2006,1,341,3.2,2006-01-01 08:00:00+00:00
1659,Self-employed,2006,2,332,3.1,2006-02-01 08:00:00+00:00
1660,Self-employed,2006,3,300,2.8,2006-03-01 08:00:00+00:00
1661,Self-employed,2006,4,334,3.1,2006-04-01 08:00:00+00:00
1662,Self-employed,2006,5,251,2.3,2006-05-01 07:00:00+00:00
1663,Self-employed,2006,6,245,2.2,2006-06-01 07:00:00+00:00
1664,Self-employed,2006,7,291,2.6,2006-07-01 07:00:00+00:00
1665,Self-employed,2006,8,306,2.7,2006-08-01 07:00:00+00:00
1666,Self-employed,2006,9,299,2.7,2006-09-01 07:00:00+00:00
1667,Self-employed,2006,10,275,2.5,2006-10-01 07:00:00+00:00
1668,Self-employed,2006,11,257,2.3,2006-11-01 08:00:00+00:00
1669,Self-employed,2006,12,287,2.6,2006-12-01 08:00:00+00:00
1670,Self-employed,2007,1,376,3.5,2007-01-01 08:00:00+00:00
1671,Self-employed,2007,2,300,2.8,2007-02-01 08:00:00+00:00
1672,Self-employed,2007,3,311,2.8,2007-03-01 08:00:00+00:00
1673,Self-employed,2007,4,240,2.2,2007-04-01 07:00:00+00:00
1674,Self-employed,2007,5,276,2.5,2007-05-01 07:00:00+00:00
1675,Self-employed,2007,6,258,2.3,2007-06-01 07:00:00+00:00
1676,Self-employed,2007,7,324,2.9,2007-07-01 07:00:00+00:00
1677,Self-employed,2007,8,315,2.9,2007-08-01 07:00:00+00:00
1678,Self-employed,2007,9,304,2.8,2007-09-01 07:00:00+00:00
1679,Self-employed,2007,10,338,3.1,2007-10-01 07:00:00+00:00
1680,Self-employed,2007,11,336,3.2,2007-11-01 07:00:00+00:00
1681,Self-employed,2007,12,326,3.2,2007-12-01 08:00:00+00:00
1682,Self-employed,2008,1,338,3.3,2008-01-01 08:00:00+00:00
1683,Self-employed,2008,2,340,3.2,2008-02-01 08:00:00+00:00
1684,Self-employed,2008,3,346,3.3,2008-03-01 08:00:00+00:00
1685,Self-employed,2008,4,338,3.2,2008-04-01 07:00:00+00:00
1686,Self-employed,2008,5,366,3.4,2008-05-01 07:00:00+00:00
1687,Self-employed,2008,6,364,3.3,2008-06-01 07:00:00+00:00
1688,Self-employed,2008,7,345,3.1,2008-07-01 07:00:00+00:00
1689,Self-employed,2008,8,378,3.5,2008-08-01 07:00:00+00:00
1690,Self-employed,2008,9,414,3.9,2008-09-01 07:00:00+00:00
1691,Self-employed,2008,10,396,3.9,2008-10-01 07:00:00+00:00
1692,Self-employed,2008,11,411,4.1,2008-11-01 07:00:00+00:00
1693,Self-employed,2008,12,559,5.5,2008-12-01 08:00:00+00:00
1694,Self-employed,2009,1,659,6.5,2009-01-01 08:00:00+00:00
1695,Self-employed,2009,2,586,5.7,2009-02-01 08:00:00+00:00
1696,Self-employed,2009,3,625,5.9,2009-03-01 08:00:00+00:00
1697,Self-employed,2009,4,488,4.6,2009-04-01 07:00:00+00:00
1698,Self-employed,2009,5,530,5.0,2009-05-01 07:00:00+00:00
1699,Self-employed,2009,6,472,4.4,2009-06-01 07:00:00+00:00
1700,Self-employed,2009,7,552,5.2,2009-07-01 07:00:00+00:00
1701,Self-employed,2009,8,569,5.3,2009-08-01 07:00:00+00:00
1702,Self-employed,2009,9,636,5.9,2009-09-01 07:00:00+00:00
1703,Self-employed,2009,10,610,5.9,2009-10-01 07:00:00+00:00
1704,Self-employed,2009,11,592,5.7,2009-11-01 07:00:00+00:00
1705,Self-employed,2009,12,609,5.9,2009-12-01 08:00:00+00:00
1706,Self-employed,2010,1,730,7.2,2010-01-01 08:00:00+00:00
1707,Self-employed,2010,2,680,6.5,2010-02-01 08:00:00+00:00
